
"Dark skin"	""	""	
380	5.436404E-2
390	6.072885E-2
400	6.309264E-2
410	6.220480E-2
420	6.260663E-2
430	6.184542E-2
440	6.181050E-2
450	6.190892E-2
460	6.236628E-2
470	6.338634E-2
480	6.416911E-2
490	6.532225E-2
500	6.714635E-2
510	7.221793E-2
520	7.794292E-2
530	8.063975E-2
540	8.225715E-2
550	8.539689E-2
560	9.219156E-2
570	1.054733E-1
580	1.227116E-1
590	1.377610E-1
600	1.451436E-1
610	1.480410E-1
620	1.527918E-1
630	1.613602E-1
640	1.721144E-1
650	1.824228E-1
660	1.895847E-1
670	1.896404E-1
680	1.829486E-1
690	1.765307E-1
700	1.760371E-1
710	1.809424E-1
720	1.908794E-1
730	2.073414E-1
"Light skin"	""	""	
380	1.009277E-1
390	1.304478E-1
400	1.615529E-1
410	1.743866E-1
420	1.786208E-1
430	1.834308E-1
440	1.912168E-1
450	2.048129E-1
460	2.265346E-1
470	2.559174E-1
480	2.925698E-1
490	3.293754E-1
500	3.532035E-1
510	3.480181E-1
520	3.080567E-1
530	2.654389E-1
540	2.530055E-1
550	2.606496E-1
560	2.585583E-1
570	2.729362E-1
580	3.363010E-1
590	4.273067E-1
600	4.983527E-1
610	5.413366E-1
620	5.691162E-1
630	5.920953E-1
640	6.169885E-1
650	6.450455E-1
660	6.759674E-1
670	7.104597E-1
680	7.453641E-1
690	7.821272E-1
700	8.194332E-1
710	8.504146E-1
720	8.721211E-1
730	8.914442E-1
"Blue sky"	""	""	
380	1.068013E-1
390	1.655847E-1
400	2.442640E-1
410	2.958701E-1
420	3.111729E-1
430	3.180544E-1
440	3.221536E-1
450	3.216175E-1
460	3.168106E-1
470	3.092221E-1
480	2.975501E-1
490	2.805629E-1
500	2.596381E-1
510	2.382442E-1
520	2.175754E-1
530	2.019337E-1
540	1.928182E-1
550	1.831409E-1
560	1.689398E-1
570	1.566494E-1
580	1.494686E-1
590	1.467749E-1
600	1.430307E-1
610	1.376668E-1
620	1.335515E-1
630	1.326367E-1
640	1.365390E-1
650	1.444876E-1
660	1.530253E-1
670	1.567657E-1
680	1.547388E-1
690	1.492870E-1
700	1.424768E-1
710	1.390588E-1
720	1.453444E-1
730	1.618761E-1
"Foliage"	""	""	
380	5.192457E-2
390	5.422353E-2
400	5.613891E-2
410	5.566910E-2
420	5.469555E-2
430	5.480950E-2
440	5.485377E-2
